cycle_id,axis,cycle_start,cycle_end,Peak_Torque_pct_of_rated,related_error_code,peak_torque_pct
105,3,2025-11-17 11:03:35+00:00,2025-11-17 11:04:10+00:00,42.19,,
105,4,2025-11-17 11:03:35+00:00,2025-11-17 11:04:10+00:00,80.03,,
105,5,2025-11-17 11:03:35+00:00,2025-11-17 11:04:10+00:00,77.76,,
105,6,2025-11-17 11:03:35+00:00,2025-11-17 11:04:10+00:00,70.16,,
106,1,2025-11-17 11:04:22+00:00,2025-11-17 11:05:01+00:00,62.37,,
106,2,2025-11-17 11:04:22+00:00,2025-11-17 11:05:01+00:00,52.46,,
106,3,2025-11-17 11:04:22+00:00,2025-11-17 11:05:01+00:00,119.54,,
106,4,2025-11-17 11:04:22+00:00,2025-11-17 11:05:01+00:00,69.75,,
106,5,2025-11-17 11:04:22+00:00,2025-11-17 11:05:01+00:00,59.78,,
106,6,2025-11-17 11:04:22+00:00,2025-11-17 11:05:01+00:00,64.43,,
107,1,2025-11-17 11:05:11+00:00,2025-11-17 11:06:37+00:00,60.47,,
107,2,2025-11-17 11:05:11+00:00,2025-11-17 11:06:37+00:00,45.54,,
107,3,2025-11-17 11:05:11+00:00,2025-11-17 11:06:37+00:00,51.79,,
107,4,2025-11-17 11:05:11+00:00,2025-11-17 11:06:37+00:00,70.38,,
107,5,2025-11-17 11:05:11+00:00,2025-11-17 11:06:37+00:00,67.48,,
107,6,2025-11-17 11:05:11+00:00,2025-11-17 11:06:37+00:00,71.2,,
108,1,2025-11-17 11:06:55+00:00,2025-11-17 11:07:50+00:00,45.33,,
108,2,2025-11-17 11:06:55+00:00,2025-11-17 11:07:50+00:00,31.74,,
108,3,2025-11-17 11:06:55+00:00,2025-11-17 11:07:50+00:00,106.15,SRVO-050,
108,4,2025-11-17 11:06:55+00:00,2025-11-17 11:07:50+00:00,76.82,,
108,5,2025-11-17 11:06:55+00:00,2025-11-17 11:07:50+00:00,91.11,,
108,6,2025-11-17 11:06:55+00:00,2025-11-17 11:07:50+00:00,66.39,,
109,1,2025-11-17 11:07:55+00:00,2025-11-17 11:09:06+00:00,46.77,,
109,2,2025-11-17 11:07:55+00:00,2025-11-17 11:09:06+00:00,51.33,,
109,3,2025-11-17 11:07:55+00:00,2025-11-17 11:09:06+00:00,55.79,,
109,4,2025-11-17 11:07:55+00:00,2025-11-17 11:09:06+00:00,71.21,,
109,5,2025-11-17 11:07:55+00:00,2025-11-17 11:09:06+00:00,79.48,,
109,6,2025-11-17 11:07:55+00:00,2025-11-17 11:09:06+00:00,71.94,,
110,1,2025-11-17 11:09:18+00:00,2025-11-17 11:10:08+00:00,37.64,,
110,2,2025-11-17 11:09:18+00:00,2025-11-17 11:10:08+00:00,67.74,,
110,3,2025-11-17 11:09:18+00:00,2025-11-17 11:10:08+00:00,59.05,,
110,4,2025-11-17 11:09:18+00:00,2025-11-17 11:10:08+00:00,82.3,,
110,5,2025-11-17 11:09:18+00:00,2025-11-17 11:10:08+00:00,47.54,,
110,6,2025-11-17 11:09:18+00:00,2025-11-17 11:10:08+00:00,76.95,,
111,1,2025-11-17 11:10:13+00:00,2025-11-17 11:11:36+00:00,69.19,,
111,2,2025-11-17 11:10:13+00:00,2025-11-17 11:11:36+00:00,51.47,,
111,3,2025-11-17 11:10:13+00:00,2025-11-17 11:11:36+00:00,127.14,SRVO-050,
111,4,2025-11-17 11:10:13+00:00,2025-11-17 11:11:36+00:00,67.96,,
111,5,2025-11-17 11:10:13+00:00,2025-11-17 11:11:36+00:00,66.4,,
111,6,2025-11-17 11:10:13+00:00,2025-11-17 11:11:36+00:00,81.23,,
112,1,2025-11-17 11:11:54+00:00,2025-11-17 11:12:45+00:00,123.15,,
112,2,2025-11-17 11:11:54+00:00,2025-11-17 11:12:45+00:00,39.88,,
112,3,2025-11-17 11:11:54+00:00,2025-11-17 11:12:45+00:00,62.51,,
112,4,2025-11-17 11:11:54+00:00,2025-11-17 11:12:45+00:00,73.09,,
112,5,2025-11-17 11:11:54+00:00,2025-11-17 11:12:45+00:00,67.36,,
112,6,2025-11-17 11:11:54+00:00,2025-11-17 11:12:45+00:00,67.26,,
113,1,2025-11-17 11:12:52+00:00,2025-11-17 11:14:12+00:00,43.97,,
113,2,2025-11-17 11:12:52+00:00,2025-11-17 11:14:12+00:00,55.02,,
113,3,2025-11-17 11:12:52+00:00,2025-11-17 11:14:12+00:00,49.41,,
113,4,2025-11-17 11:12:52+00:00,2025-11-17 11:14:12+00:00,60.0,,
113,5,2025-11-17 11:12:52+00:00,2025-11-17 11:14:12+00:00,64.84,,
113,6,2025-11-17 11:12:52+00:00,2025-11-17 11:14:12+00:00,96.25,,
114,1,2025-11-17 11:14:30+00:00,2025-11-17 11:15:06+00:00,22.26,,
114,2,2025-11-17 11:14:30+00:00,2025-11-17 11:15:06+00:00,53.2,,
114,3,2025-11-17 11:14:30+00:00,2025-11-17 11:15:06+00:00,77.26,,
114,4,2025-11-17 11:14:30+00:00,2025-11-17 11:15:06+00:00,66.22,,
114,5,2025-11-17 11:14:30+00:00,2025-11-17 11:15:06+00:00,77.53,,
114,6,2025-11-17 11:14:30+00:00,2025-11-17 11:15:06+00:00,76.0,,
115,1,2025-11-17 11:15:14+00:00,2025-11-17 11:16:00+00:00,43.33,,
115,2,2025-11-17 11:15:14+00:00,2025-11-17 11:16:00+00:00,32.58,,
115,3,2025-11-17 11:15:14+00:00,2025-11-17 11:16:00+00:00,62.05,,
115,4,2025-11-17 11:15:14+00:00,2025-11-17 11:16:00+00:00,57.24,,
115,5,2025-11-17 11:15:14+00:00,2025-11-17 11:16:00+00:00,62.0,,
115,6,2025-11-17 11:15:14+00:00,2025-11-17 11:16:00+00:00,70.01,,
116,1,2025-11-17 11:16:13+00:00,2025-11-17 11:17:23+00:00,67.45,,
116,2,2025-11-17 11:16:13+00:00,2025-11-17 11:17:23+00:00,79.05,,
116,3,2025-11-17 11:16:13+00:00,2025-11-17 11:17:23+00:00,62.17,,
116,4,2025-11-17 11:16:13+00:00,2025-11-17 11:17:23+00:00,60.35,,
116,5,2025-11-17 11:16:13+00:00,2025-11-17 11:17:23+00:00,58.23,,
116,6,2025-11-17 11:16:13+00:00,2025-11-17 11:17:23+00:00,111.43,,
117,1,2025-11-17 11:17:40+00:00,2025-11-17 11:19:08+00:00,52.38,,
117,2,2025-11-17 11:17:40+00:00,2025-11-17 11:19:08+00:00,108.84,SRVO-050,
117,3,2025-11-17 11:17:40+00:00,2025-11-17 11:19:08+00:00,69.85,,
117,4,2025-11-17 11:17:40+00:00,2025-11-17 11:19:08+00:00,127.87,,
117,5,2025-11-17 11:17:40+00:00,2025-11-17 11:19:08+00:00,64.55,,
117,6,2025-11-17 11:17:40+00:00,2025-11-17 11:19:08+00:00,77.2,,
118,1,2025-11-17 11:19:13+00:00,2025-11-17 11:19:46+00:00,59.78,,
118,2,2025-11-17 11:19:13+00:00,2025-11-17 11:19:46+00:00,54.02,,
118,3,2025-11-17 11:19:13+00:00,2025-11-17 11:19:46+00:00,124.56,SRVO-324,
118,4,2025-11-17 11:19:13+00:00,2025-11-17 11:19:46+00:00,70.89,,
118,5,2025-11-17 11:19:13+00:00,2025-11-17 11:19:46+00:00,55.15,,
118,6,2025-11-17 11:19:13+00:00,2025-11-17 11:19:46+00:00,54.51,,
119,1,2025-11-17 11:19:56+00:00,2025-11-17 11:21:21+00:00,62.61,,
119,2,2025-11-17 11:19:56+00:00,2025-11-17 11:21:21+00:00,61.17,,
119,3,2025-11-17 11:19:56+00:00,2025-11-17 11:21:21+00:00,60.88,,
119,4,2025-11-17 11:19:56+00:00,2025-11-17 11:21:21+00:00,60.6,,
119,5,2025-11-17 11:19:56+00:00,2025-11-17 11:21:21+00:00,64.71,,
119,6,2025-11-17 11:19:56+00:00,2025-11-17 11:21:21+00:00,64.24,,
120,1,2025-11-17 11:21:37+00:00,2025-11-17 11:22:21+00:00,45.69,,
120,2,2025-11-17 11:21:37+00:00,2025-11-17 11:22:21+00:00,33.8,,
120,3,2025-11-17 11:21:37+00:00,2025-11-17 11:22:21+00:00,52.64,,
120,4,2025-11-17 11:21:37+00:00,2025-11-17 11:22:21+00:00,61.89,,
120,5,2025-11-17 11:21:37+00:00,2025-11-17 11:22:21+00:00,76.1,,
120,6,2025-11-17 11:21:37+00:00,2025-11-17 11:22:21+00:00,74.6,,
121,1,2025-11-17 11:22:27+00:00,2025-11-17 11:23:42+00:00,57.95,,
121,2,2025-11-17 11:22:27+00:00,2025-11-17 11:23:42+00:00,68.49,,
121,3,2025-11-17 11:22:27+00:00,2025-11-17 11:23:42+00:00,70.58,,
121,4,2025-11-17 11:22:27+00:00,2025-11-17 11:23:42+00:00,69.71,,
121,5,2025-11-17 11:22:27+00:00,2025-11-17 11:23:42+00:00,70.12,,
121,6,2025-11-17 11:22:27+00:00,2025-11-17 11:23:42+00:00,65.19,,
122,1,2025-11-17 11:23:51+00:00,2025-11-17 11:24:43+00:00,124.15,,
122,2,2025-11-17 11:23:51+00:00,2025-11-17 11:24:43+00:00,71.8,,
122,3,2025-11-17 11:23:51+00:00,2025-11-17 11:24:43+00:00,62.08,,
122,4,2025-11-17 11:23:51+00:00,2025-11-17 11:24:43+00:00,60.33,,
122,5,2025-11-17 11:23:51+00:00,2025-11-17 11:24:43+00:00,47.37,,
122,6,2025-11-17 11:23:51+00:00,2025-11-17 11:24:43+00:00,106.91,SRVO-160,
123,1,2025-11-17 11:24:50+00:00,2025-11-17 11:26:09+00:00,58.55,,
123,2,2025-11-17 11:24:50+00:00,2025-11-17 11:26:09+00:00,112.37,,
123,3,2025-11-17 11:24:50+00:00,2025-11-17 11:26:09+00:00,56.41,,
123,4,2025-11-17 11:24:50+00:00,2025-11-17 11:26:09+00:00,76.93,,
123,5,2025-11-17 11:24:50+00:00,2025-11-17 11:26:09+00:00,68.6,,
123,6,2025-11-17 11:24:50+00:00,2025-11-17 11:26:09+00:00,69.75,,
124,1,2025-11-17 11:26:16+00:00,2025-11-17 11:27:45+00:00,62.5,,
124,2,2025-11-17 11:26:16+00:00,2025-11-17 11:27:45+00:00,45.66,,
124,3,2025-11-17 11:26:16+00:00,2025-11-17 11:27:45+00:00,52.75,,
124,4,2025-11-17 11:26:16+00:00,2025-11-17 11:27:45+00:00,56.04,,
124,5,2025-11-17 11:26:16+00:00,2025-11-17 11:27:45+00:00,58.57,,
124,6,2025-11-17 11:26:16+00:00,2025-11-17 11:27:45+00:00,76.53,,
125,1,2025-11-17 11:28:02+00:00,2025-11-17 11:28:38+00:00,44.87,,
125,2,2025-11-17 11:28:02+00:00,2025-11-17 11:28:38+00:00,59.89,,
125,3,2025-11-17 11:28:02+00:00,2025-11-17 11:28:38+00:00,42.65,,
125,4,2025-11-17 11:28:02+00:00,2025-11-17 11:28:38+00:00,53.77,,
125,5,2025-11-17 11:28:02+00:00,2025-11-17 11:28:38+00:00,70.52,,
125,6,2025-11-17 11:28:02+00:00,2025-11-17 11:28:38+00:00,89.7,,
126,1,2025-11-17 11:28:46+00:00,2025-11-17 11:29:21+00:00,53.79,,
126,2,2025-11-17 11:28:46+00:00,2025-11-17 11:29:21+00:00,108.89,SRVO-050,
126,3,2025-11-17 11:28:46+00:00,2025-11-17 11:29:21+00:00,52.65,,
126,4,2025-11-17 11:28:46+00:00,2025-11-17 11:29:21+00:00,51.01,,
126,5,2025-11-17 11:28:46+00:00,2025-11-17 11:29:21+00:00,48.47,,
126,6,2025-11-17 11:28:46+00:00,2025-11-17 11:29:21+00:00,74.69,,
127,1,2025-11-17 11:29:41+00:00,2025-11-17 11:30:45+00:00,44.38,,
127,2,2025-11-17 11:29:41+00:00,2025-11-17 11:30:45+00:00,40.71,,
127,3,2025-11-17 11:29:41+00:00,2025-11-17 11:30:45+00:00,71.89,,
127,4,2025-11-17 11:29:41+00:00,2025-11-17 11:30:45+00:00,71.67,,
127,5,2025-11-17 11:29:41+00:00,2025-11-17 11:30:45+00:00,102.19,,
127,6,2025-11-17 11:29:41+00:00,2025-11-17 11:30:45+00:00,88.64,,
128,1,2025-11-17 11:30:51+00:00,2025-11-17 11:32:07+00:00,58.9,,
128,2,2025-11-17 11:30:51+00:00,2025-11-17 11:32:07+00:00,65.57,,
128,3,2025-11-17 11:30:51+00:00,2025-11-17 11:32:07+00:00,63.71,,
128,4,2025-11-17 11:30:51+00:00,2025-11-17 11:32:07+00:00,62.67,,
128,5,2025-11-17 11:30:51+00:00,2025-11-17 11:32:07+00:00,74.21,,
128,6,2025-11-17 11:30:51+00:00,2025-11-17 11:32:07+00:00,83.08,,
129,1,2025-11-17 11:32:15+00:00,2025-11-17 11:33:12+00:00,51.16,,
129,2,2025-11-17 11:32:15+00:00,2025-11-17 11:33:12+00:00,57.29,,
129,3,2025-11-17 11:32:15+00:00,2025-11-17 11:33:12+00:00,57.5,,
129,4,2025-11-17 11:32:15+00:00,2025-11-17 11:33:12+00:00,51.63,,
129,5,2025-11-17 11:32:15+00:00,2025-11-17 11:33:12+00:00,68.26,,
129,6,2025-11-17 11:32:15+00:00,2025-11-17 11:33:12+00:00,68.23,,
130,1,2025-11-17 11:33:32+00:00,2025-11-17 11:34:36+00:00,43.26,,
130,2,2025-11-17 11:33:32+00:00,2025-11-17 11:34:36+00:00,69.34,,
130,3,2025-11-17 11:33:32+00:00,2025-11-17 11:34:36+00:00,69.52,,
130,4,2025-11-17 11:33:32+00:00,2025-11-17 11:34:36+00:00,48.07,,
130,5,2025-11-17 11:33:32+00:00,2025-11-17 11:34:36+00:00,59.15,,
130,6,2025-11-17 11:33:32+00:00,2025-11-17 11:34:36+00:00,71.36,,
131,1,2025-11-17 11:34:46+00:00,2025-11-17 11:35:20+00:00,118.27,SRVO-324,
131,2,2025-11-17 11:34:46+00:00,2025-11-17 11:35:20+00:00,58.17,,
131,3,2025-11-17 11:34:46+00:00,2025-11-17 11:35:20+00:00,51.02,,
131,4,2025-11-17 11:34:46+00:00,2025-11-17 11:35:20+00:00,58.63,,
131,5,2025-11-17 11:34:46+00:00,2025-11-17 11:35:20+00:00,66.25,,
131,6,2025-11-17 11:34:46+00:00,2025-11-17 11:35:20+00:00,74.51,,
132,1,2025-11-17 11:35:31+00:00,2025-11-17 11:36:17+00:00,52.35,,
132,2,2025-11-17 11:35:31+00:00,2025-11-17 11:36:17+00:00,18.12,,
132,3,2025-11-17 11:35:31+00:00,2025-11-17 11:36:17+00:00,51.92,,
132,4,2025-11-17 11:35:31+00:00,2025-11-17 11:36:17+00:00,61.08,,
132,5,2025-11-17 11:35:31+00:00,2025-11-17 11:36:17+00:00,85.05,,
132,6,2025-11-17 11:35:31+00:00,2025-11-17 11:36:17+00:00,64.2,,
133,1,2025-11-17 11:36:36+00:00,2025-11-17 11:37:20+00:00,51.63,,
133,2,2025-11-17 11:36:36+00:00,2025-11-17 11:37:20+00:00,69.95,,
133,3,2025-11-17 11:36:36+00:00,2025-11-17 11:37:20+00:00,46.87,,
133,4,2025-11-17 11:36:36+00:00,2025-11-17 11:37:20+00:00,68.94,,
133,5,2025-11-17 11:36:36+00:00,2025-11-17 11:37:20+00:00,61.98,,
133,6,2025-11-17 11:36:36+00:00,2025-11-17 11:37:20+00:00,69.95,,
134,1,2025-11-17 11:37:30+00:00,2025-11-17 11:38:34+00:00,41.97,,
134,2,2025-11-17 11:37:30+00:00,2025-11-17 11:38:34+00:00,47.68,,
134,3,2025-11-17 11:37:30+00:00,2025-11-17 11:38:34+00:00,128.07,SRVO-050,
134,4,2025-11-17 11:37:30+00:00,2025-11-17 11:38:34+00:00,73.44,,
134,5,2025-11-17 11:37:30+00:00,2025-11-17 11:38:34+00:00,123.6,,
134,6,2025-11-17 11:37:30+00:00,2025-11-17 11:38:34+00:00,63.56,,
135,1,2025-11-17 11:38:52+00:00,2025-11-17 11:39:47+00:00,33.94,,
135,2,2025-11-17 11:38:52+00:00,2025-11-17 11:39:47+00:00,58.95,,
135,3,2025-11-17 11:38:52+00:00,2025-11-17 11:39:47+00:00,70.73,,
135,4,2025-11-17 11:38:52+00:00,2025-11-17 11:39:47+00:00,56.47,,
135,5,2025-11-17 11:38:52+00:00,2025-11-17 11:39:47+00:00,79.65,,
135,6,2025-11-17 11:38:52+00:00,2025-11-17 11:39:47+00:00,82.04,,
136,1,2025-11-17 11:39:59+00:00,2025-11-17 11:41:26+00:00,68.52,,
136,2,2025-11-17 11:39:59+00:00,2025-11-17 11:41:26+00:00,50.82,,
136,3,2025-11-17 11:39:59+00:00,2025-11-17 11:41:26+00:00,49.02,,
136,4,2025-11-17 11:39:59+00:00,2025-11-17 11:41:26+00:00,61.38,,
136,5,2025-11-17 11:39:59+00:00,2025-11-17 11:41:26+00:00,84.36,,
136,6,2025-11-17 11:39:59+00:00,2025-11-17 11:41:26+00:00,128.18,SRVO-324,
137,1,2025-11-17 11:41:36+00:00,2025-11-17 11:42:20+00:00,50.13,,
137,2,2025-11-17 11:41:36+00:00,2025-11-17 11:42:20+00:00,47.31,,
137,3,2025-11-17 11:41:36+00:00,2025-11-17 11:42:20+00:00,61.0,,
137,4,2025-11-17 11:41:36+00:00,2025-11-17 11:42:20+00:00,44.32,,
137,5,2025-11-17 11:41:36+00:00,2025-11-17 11:42:20+00:00,72.19,,
137,6,2025-11-17 11:41:36+00:00,2025-11-17 11:42:20+00:00,87.97,,
138,1,2025-11-17 11:42:25+00:00,2025-11-17 11:43:44+00:00,32.35,,
138,2,2025-11-17 11:42:25+00:00,2025-11-17 11:43:44+00:00,50.93,,
138,3,2025-11-17 11:42:25+00:00,2025-11-17 11:43:44+00:00,51.25,,
138,4,2025-11-17 11:42:25+00:00,2025-11-17 11:43:44+00:00,49.89,,
138,5,2025-11-17 11:42:25+00:00,2025-11-17 11:43:44+00:00,49.47,,
138,6,2025-11-17 11:42:25+00:00,2025-11-17 11:43:44+00:00,63.19,,
139,1,2025-11-17 11:43:51+00:00,2025-11-17 11:44:54+00:00,47.58,,
139,2,2025-11-17 11:43:51+00:00,2025-11-17 11:44:54+00:00,66.49,,
139,3,2025-11-17 11:43:51+00:00,2025-11-17 11:44:54+00:00,121.02,,
139,4,2025-11-17 11:43:51+00:00,2025-11-17 11:44:54+00:00,67.94,,
139,5,2025-11-17 11:43:51+00:00,2025-11-17 11:44:54+00:00,83.72,,
139,6,2025-11-17 11:43:51+00:00,2025-11-17 11:44:54+00:00,76.42,,
140,1,2025-11-17 11:45:00+00:00,2025-11-17 11:46:05+00:00,43.27,,
140,2,2025-11-17 11:45:00+00:00,2025-11-17 11:46:05+00:00,61.63,,
140,3,2025-11-17 11:45:00+00:00,2025-11-17 11:46:05+00:00,68.93,,
140,4,2025-11-17 11:45:00+00:00,2025-11-17 11:46:05+00:00,71.42,,
140,5,2025-11-17 11:45:00+00:00,2025-11-17 11:46:05+00:00,59.7,,
140,6,2025-11-17 11:45:00+00:00,2025-11-17 11:46:05+00:00,70.16,,
141,1,2025-11-17 11:46:10+00:00,2025-11-17 11:47:40+00:00,49.96,,
141,2,2025-11-17 11:46:10+00:00,2025-11-17 11:47:40+00:00,54.59,,
141,3,2025-11-17 11:46:10+00:00,2025-11-17 11:47:40+00:00,101.58,SRVO-324,
141,4,2025-11-17 11:46:10+00:00,2025-11-17 11:47:40+00:00,44.85,,
141,5,2025-11-17 11:46:10+00:00,2025-11-17 11:47:40+00:00,65.78,,
141,6,2025-11-17 11:46:10+00:00,2025-11-17 11:47:40+00:00,81.26,,
142,1,2025-11-17 11:47:58+00:00,2025-11-17 11:49:14+00:00,48.91,,
142,2,2025-11-17 11:47:58+00:00,2025-11-17 11:49:14+00:00,39.54,,
142,3,2025-11-17 11:47:58+00:00,2025-11-17 11:49:14+00:00,45.0,,
142,4,2025-11-17 11:47:58+00:00,2025-11-17 11:49:14+00:00,64.94,,
142,5,2025-11-17 11:47:58+00:00,2025-11-17 11:49:14+00:00,62.29,,
142,6,2025-11-17 11:47:58+00:00,2025-11-17 11:49:14+00:00,69.67,,
143,1,2025-11-17 11:49:29+00:00,2025-11-17 11:50:53+00:00,59.38,,
143,2,2025-11-17 11:49:29+00:00,2025-11-17 11:50:53+00:00,62.59,,
143,3,2025-11-17 11:49:29+00:00,2025-11-17 11:50:53+00:00,77.98,,
143,4,2025-11-17 11:49:29+00:00,2025-11-17 11:50:53+00:00,61.84,,
143,5,2025-11-17 11:49:29+00:00,2025-11-17 11:50:53+00:00,63.59,,
143,6,2025-11-17 11:49:29+00:00,2025-11-17 11:50:53+00:00,79.18,,
144,1,2025-11-17 11:51:12+00:00,2025-11-17 11:52:33+00:00,44.39,,
144,2,2025-11-17 11:51:12+00:00,2025-11-17 11:52:33+00:00,99.4,,
144,3,2025-11-17 11:51:12+00:00,2025-11-17 11:52:33+00:00,64.1,,
144,4,2025-11-17 11:51:12+00:00,2025-11-17 11:52:33+00:00,59.03,,
144,5,2025-11-17 11:51:12+00:00,2025-11-17 11:52:33+00:00,84.93,,
144,6,2025-11-17 11:51:12+00:00,2025-11-17 11:52:33+00:00,73.4,,
145,1,2025-11-17 11:52:52+00:00,2025-11-17 11:53:46+00:00,56.18,,
145,2,2025-11-17 11:52:52+00:00,2025-11-17 11:53:46+00:00,69.56,,
145,3,2025-11-17 11:52:52+00:00,2025-11-17 11:53:46+00:00,70.32,,
145,4,2025-11-17 11:52:52+00:00,2025-11-17 11:53:46+00:00,50.91,,
145,5,2025-11-17 11:52:52+00:00,2025-11-17 11:53:46+00:00,74.45,,
145,6,2025-11-17 11:52:52+00:00,2025-11-17 11:53:46+00:00,83.51,,
146,1,2025-11-17 11:54:03+00:00,2025-11-17 11:55:22+00:00,122.74,,
146,2,2025-11-17 11:54:03+00:00,2025-11-17 11:55:22+00:00,43.87,,
146,3,2025-11-17 11:54:03+00:00,2025-11-17 11:55:22+00:00,58.05,,
146,4,2025-11-17 11:54:03+00:00,2025-11-17 11:55:22+00:00,70.46,,
146,5,2025-11-17 11:54:03+00:00,2025-11-17 11:55:22+00:00,69.8,,
146,6,2025-11-17 11:54:03+00:00,2025-11-17 11:55:22+00:00,65.22,,
147,1,2025-11-17 11:55:40+00:00,2025-11-17 11:56:42+00:00,42.7,,
147,2,2025-11-17 11:55:40+00:00,2025-11-17 11:56:42+00:00,62.04,,
147,3,2025-11-17 11:55:40+00:00,2025-11-17 11:56:42+00:00,50.94,,
147,4,2025-11-17 11:55:40+00:00,2025-11-17 11:56:42+00:00,56.88,,
147,5,2025-11-17 11:55:40+00:00,2025-11-17 11:56:42+00:00,77.53,,
147,6,2025-11-17 11:55:40+00:00,2025-11-17 11:56:42+00:00,76.34,,
148,1,2025-11-17 11:56:48+00:00,2025-11-17 11:58:08+00:00,55.77,,
148,2,2025-11-17 11:56:48+00:00,2025-11-17 11:58:08+00:00,42.71,,
148,3,2025-11-17 11:56:48+00:00,2025-11-17 11:58:08+00:00,65.49,,
148,4,2025-11-17 11:56:48+00:00,2025-11-17 11:58:08+00:00,58.4,,
148,5,2025-11-17 11:56:48+00:00,2025-11-17 11:58:08+00:00,59.83,,
148,6,2025-11-17 11:56:48+00:00,2025-11-17 11:58:08+00:00,69.95,,
149,1,2025-11-17 11:58:20+00:00,2025-11-17 11:59:13+00:00,111.27,SRVO-324,
149,2,2025-11-17 11:58:20+00:00,2025-11-17 11:59:13+00:00,51.36,,
149,3,2025-11-17 11:58:20+00:00,2025-11-17 11:59:13+00:00,61.65,,
149,4,2025-11-17 11:58:20+00:00,2025-11-17 11:59:13+00:00,65.13,,
149,5,2025-11-17 11:58:20+00:00,2025-11-17 11:59:13+00:00,86.37,,
149,6,2025-11-17 11:58:20+00:00,2025-11-17 11:59:13+00:00,60.69,,
150,1,2025-11-17 11:59:28+00:00,2025-11-17 12:00:41+00:00,37.14,,
150,2,2025-11-17 11:59:28+00:00,2025-11-17 12:00:41+00:00,119.35,SRVO-324,
150,3,2025-11-17 11:59:28+00:00,2025-11-17 12:00:41+00:00,60.69,,
150,4,2025-11-17 11:59:28+00:00,2025-11-17 12:00:41+00:00,72.12,,
150,5,2025-11-17 11:59:28+00:00,2025-11-17 12:00:41+00:00,67.71,,
150,6,2025-11-17 11:59:28+00:00,2025-11-17 12:00:41+00:00,76.5,,
